SEQN,Gender,Age,Race,Citizenship,Edu_y,Edu_a,Language,HouseholdSize,Child_5,Child_17,Old,Income,IncPov
88604,Male,38,Other Hispanic,Not a US Citizen,,College Grad and above,Spanish,4,1,1,0,"$ 0 - 9,999",5.40E-79
88605,Female,37,Non-Hispanic White,US Citizen,,High School,English,6,1,3,0,"$ 75,000 - 99,999",2.55
88606,Male,66,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.03
88607,Female,21,Non-Hispanic White,US Citizen,,College/AA degree,English,4,2,0,0,"$ 35,000 - 54,999",1.65
88608,Female,28,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,7,3,0,0,"$ 20,000 - 34,999",0.63
88609,Male,67,Mexican American,US Citizen,,College/AA degree,English,2,0,0,2,"$ 35,000 - 54,999",2.51
88610,Female,8,Mexican American,US Citizen,Primary School,,Spanish,5,0,3,0,"$ 35,000 - 54,999",1.34
88611,Female,19,Mexican American,US Citizen,High School,,English,4,0,0,0,"$ 100,000 +",5
88612,Male,77,Mexican American,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",4.43
88613,Female,58,Mexican American,US Citizen,,College/AA degree,English,2,0,0,0,,
88614,Female,35,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,3,0,2,0,"$ 20,000 - 34,999",1.19
88615,Female,79,Non-Hispanic Black,US Citizen,,High School,English,3,0,1,1,"$ 55,000 - 74,999",2.88
88616,Male,4,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 100,000 +",5
88617,Male,2,Non-Hispanic White,US Citizen,,,English,4,1,1,0,"$ 100,000 +",4.28
88618,Male,27,Non-Hispanic Black,US Citizen,,9th-11th,English,7,3,0,0,"$ 20,000 - 34,999",0.33
88619,Female,64,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,1,2,"$ 20,000 - 34,999",0.84
88620,Female,7,Non-Hispanic Asian,US Citizen,Primary School,,English,4,1,1,0,Don't Know,
88621,Female,40,Mexican American,US Citizen,,College/AA degree,English,4,0,3,0,"$ 0 - 9,999",0.25
88622,Female,48,Non-Hispanic Asian,US Citizen,,High School,English,4,0,1,0,"$ 20,000 - 34,999",0.95
88623,Female,29,Other Hispanic,US Citizen,,High School,English,6,2,1,1,"$ 10,000 - 19,999",0.31
88624,Male,7,Other Race,US Citizen,Never Attended/KG,,English,4,1,1,0,"$ 100,000 +",5
88625,Female,33,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,1,0,1,"$ 55,000 - 74,999",2.99
88626,Female,68,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 75,000 - 99,999",3.82
88627,Female,30,Non-Hispanic White,US Citizen,,College/AA degree,English,5,2,0,0,"$ 35,000 - 54,999",1.76
88628,Female,68,Mexican American,US Citizen,,Less than 9th Grade,Spanish,3,0,1,1,"$ 35,000 - 54,999",2.49
88629,Female,70,Mexican American,US Citizen,,9th-11th,English,5,0,1,2,"$ 75,000 - 99,999",3.16
88630,Male,32,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,2,"$ 100,000 +",5
88631,Female,23,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,1,0,0,0,"$ 10,000 - 19,999",1.27
88632,Female,42,Non-Hispanic Black,US Citizen,,College Grad and above,English,3,1,1,0,"$ 20,000 - 34,999",1.49
88633,Male,30,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,3,1,0,0,"$ 20,000 - 34,999",
88634,Male,59,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,0,"$ 20,000 - 34,999",1.88
88635,Male,7,Mexican American,US Citizen,Primary School,,Spanish,3,0,1,0,"$ 100,000 +",5
88636,Female,2,Non-Hispanic Asian,US Citizen,,,English,3,2,0,0,"$ 0 - 9,999",0.3
88637,Male,49,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 55,000 - 74,999",4.88
88638,Male,46,Non-Hispanic Black,US Citizen,,High School,English,3,0,0,0,Don't Know,
88639,Male,16,Non-Hispanic Black,US Citizen,High School,,English,5,1,1,0,"$ 0 - 9,999",0.34
88640,Male,58,Other Race,US Citizen,,9th-11th,English,5,0,1,0,"$ 35,000 - 54,999",1.11
88641,Female,55,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,0,"$ 75,000 - 99,999",4.34
88642,Female,63,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,2,0,0,1,"$ 20,000 - 34,999",1.61
88643,Male,33,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
88644,Female,17,Non-Hispanic White,US Citizen,High School,,English,5,0,3,0,"$ 35,000 - 54,999",1.41
88645,Female,70,Other Hispanic,US Citizen,,College/AA degree,Spanish,2,0,0,2,"$ 10,000 - 19,999",1.12
88646,Female,56,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 35,000 - 54,999",3.82
88647,Female,59,Mexican American,US Citizen,,College Grad and above,English,1,0,0,0,"$ 35,000 - 54,999",4.04
88648,Male,0,Mexican American,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",0.82
88649,Female,11,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 35,000 - 54,999",1.76
88650,Female,80,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 0 - 9,999",0.74
88651,Female,52,Non-Hispanic Black,Not a US Citizen,,College/AA degree,English,4,0,0,1,"$ 35,000 - 54,999",1.65
88652,Female,18,Mexican American,US Citizen,High School,,English,4,0,1,0,,
88653,Female,31,Mexican American,US Citizen,,College Grad and above,English,4,0,0,0,"$ 100,000 +",5
88654,Female,61,Mexican American,US Citizen,,Less than 9th Grade,Spanish,2,0,0,2,"$ 20,000 - 34,999",1.38
88655,Male,41,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,1,1,0,"$ 100,000 +",4.32
88656,Female,0,Other Hispanic,US Citizen,,,Spanish,4,2,0,0,"$ 35,000 - 54,999",2.06
88657,Female,62,Mexican American,US Citizen,,Less than 9th Grade,Spanish,6,1,1,1,Don't Know,
88658,Male,48,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,0,"$ 100,000 +",4.88
88659,Male,63,Non-Hispanic Black,US Citizen,,College Grad and above,English,5,0,1,1,"$ 55,000 - 74,999",2.29
88660,Male,54,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
88661,Male,40,Non-Hispanic White,US Citizen,,College Grad and above,English,4,0,2,0,"$ 100,000 +",4.12
88662,Male,15,Mexican American,US Citizen,High School,,Spanish,6,1,3,0,"$ 35,000 - 54,999",1.14
88663,Male,10,Mexican American,US Citizen,Primary School,,Spanish,3,1,1,0,"$ 0 - 9,999",0.4
88664,Male,51,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,6,0,3,0,"$ 20,000 - 34,999",0.92
88665,Female,79,Mexican American,US Citizen,,Less than 9th Grade,Spanish,1,0,0,1,"$ 0 - 9,999",0.68
88666,Female,28,Non-Hispanic White,US Citizen,,College/AA degree,English,4,2,0,0,"$ 55,000 - 74,999",2.88
88667,Male,42,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,2,0,"$ 20,000 - 34,999",
88668,Female,68,Mexican American,Not a US Citizen,,9th-11th,Spanish,7,1,3,1,"$ 20,000 - 34,999",0.67
88669,Female,7,Other Hispanic,US Citizen,Primary School,,English,7,2,3,0,"$ 35,000 - 54,999",1.28
88670,Male,9,Non-Hispanic White,US Citizen,Primary School,,English,5,0,2,0,"$ 75,000 - 99,999",2.82
88671,Male,4,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 55,000 - 74,999",2.85
88672,Male,3,Other Hispanic,US Citizen,,,English,6,1,3,0,"$ 35,000 - 54,999",1.29
88673,Female,26,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,5,0,0,1,"$ 55,000 - 74,999",2.11
88674,Female,27,Non-Hispanic Black,US Citizen,,9th-11th,English,3,0,1,0,"$ 0 - 9,999",0.08
88675,Male,6,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,4,0,2,0,"$ 100,000 +",4.22
88676,Female,80,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,7,0,1,3,"$ 100,000 +",2.79
88677,Female,31,Mexican American,US Citizen,,College/AA degree,English,4,1,0,0,"$ 100,000 +",5
88678,Male,75,Non-Hispanic Black,US Citizen,,High School,English,6,0,0,3,"$ 75,000 - 99,999",2.61
88679,Male,7,Non-Hispanic White,US Citizen,Primary School,,English,7,0,4,0,"$ 75,000 - 99,999",2.18
88680,Female,38,Non-Hispanic Black,Not a US Citizen,,College/AA degree,English,6,1,1,0,"$ 55,000 - 74,999",1.92
88681,Male,8,Other Hispanic,US Citizen,Primary School,,English,5,0,3,0,"$ 55,000 - 74,999",2.59
88682,Male,19,Non-Hispanic Asian,US Citizen,High School,,English,3,1,0,0,"$ 10,000 - 19,999",0.74
88683,Female,6,Non-Hispanic White,US Citizen,Never Attended/KG,,English,5,2,1,0,"$ 55,000 - 74,999",2.22
88684,Female,28,Mexican American,US Citizen,,High School,English,3,0,0,1,"$ 35,000 - 54,999",2.24
88685,Male,15,Non-Hispanic Asian,US Citizen,High School,,English,4,0,2,0,"$ 55,000 - 74,999",2.88
88686,Female,54,Non-Hispanic White,US Citizen,,College/AA degree,English,3,1,0,0,"$ 20,000 - 34,999",1.34
88687,Male,3,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 35,000 - 54,999",1.76
88688,Female,17,Non-Hispanic Black,US Citizen,High School,,English,5,0,2,0,"$ 55,000 - 74,999",2.38
88689,Female,41,Mexican American,Not a US Citizen,,9th-11th,Spanish,7,1,3,0,Don't Know,
88690,Male,7,Mexican American,US Citizen,Never Attended/KG,,Spanish,6,0,4,0,"$ 0 - 9,999",0.11
88691,Male,26,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,0,"$ 20,000 - 34,999",2.12
88692,Male,71,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 100,000 +",5
88693,Male,7,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,4,0,3,0,"$ 20,000 - 34,999",1.23
88694,Female,19,Other Race,US Citizen,High School,,English,6,0,1,0,"$ 35,000 - 54,999",1.64
88695,Male,35,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,5,1,1,0,"$ 10,000 - 19,999",0.37
88696,Female,47,Other Hispanic,Not a US Citizen,,College Grad and above,English,3,0,1,0,"$ 100,000 +",5
88697,Male,47,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,0,0,"$ 75,000 - 99,999",3.72
88698,Male,1,Non-Hispanic White,US Citizen,,,English,5,2,0,0,"$ 35,000 - 54,999",1.34
88699,Female,42,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,6,0,2,0,"$ 20,000 - 34,999",0.61
88700,Female,21,Mexican American,Not a US Citizen,,High School,English,2,1,0,0,"$ 0 - 9,999",0.25
88701,Male,3,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 55,000 - 74,999",2.47
88702,Female,20,Non-Hispanic White,US Citizen,,High School,English,4,0,2,0,"$ 35,000 - 54,999",1.86
88703,Female,47,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,1,0,"$ 100,000 +",3.55
88704,Female,29,Non-Hispanic White,US Citizen,,College/AA degree,English,3,1,0,0,"$ 10,000 - 19,999",0.71
88705,Female,8,Non-Hispanic Black,US Citizen,Primary School,,English,6,1,3,0,"$ 55,000 - 74,999",2.09
88706,Male,61,Mexican American,US Citizen,,High School,English,2,0,0,1,"$ 75,000 - 99,999",4.87
88707,Female,23,Non-Hispanic Black,US Citizen,,9th-11th,English,6,1,1,1,"$ 35,000 - 54,999",1.1
88708,Female,49,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,6,0,3,1,"$ 20,000 - 34,999",0.68
88709,Female,25,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
88710,Male,0,Other Hispanic,US Citizen,,,Spanish,4,1,1,0,"$ 0 - 9,999",0.37
88711,Female,9,Other Hispanic,US Citizen,Primary School,,Spanish,6,0,3,0,"$ 10,000 - 19,999",0.31
88712,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 0 - 9,999",0.44
88713,Female,51,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
88714,Male,60,Other Hispanic,US Citizen,,High School,English,5,0,1,2,"$ 100,000 +",5
88715,Male,0,Non-Hispanic Black,US Citizen,,,English,4,2,1,0,"$ 35,000 - 54,999",1.73
88716,Male,0,Other Hispanic,US Citizen,,,English,5,1,2,0,"$ 0 - 9,999",0.02
88717,Female,34,Non-Hispanic White,US Citizen,,College Grad and above,English,5,0,2,0,"$ 55,000 - 74,999",2.06
88718,Male,36,Non-Hispanic Asian,US Citizen,,College Grad and above,English,5,0,3,0,,
88719,Male,61,Mexican American,US Citizen,,Less than 9th Grade,English,3,0,0,1,"$ 35,000 - 54,999",1.99
88720,Female,28,Non-Hispanic Black,US Citizen,,High School,English,3,0,0,0,"$ 20,000 - 34,999",1.49
88721,Female,42,Non-Hispanic Black,US Citizen,,College Grad and above,English,5,0,3,0,"$ 35,000 - 54,999",1.76
88722,Female,80,Non-Hispanic White,Not a US Citizen,,9th-11th,English,1,0,0,1,"$ 10,000 - 19,999",1.27
88723,Female,80,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",4.53
88724,Female,60,Non-Hispanic Black,US Citizen,,9th-11th,English,2,0,0,1,Don't Know,
88725,Male,31,Mexican American,Not a US Citizen,,High School,Spanish,3,0,0,0,"$ 75,000 - 99,999",1.02
88726,Female,14,Non-Hispanic Asian,US Citizen,Middle School,,English,5,0,3,0,"$ 100,000 +",3.87
88727,Male,13,Non-Hispanic White,US Citizen,Middle School,,English,6,0,3,1,"$ 100,000 +",3.68
88728,Female,52,Mexican American,US Citizen,,College/AA degree,English,2,0,0,0,"$ 35,000 - 54,999",2.97
88729,Female,69,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 20,000 - 34,999",2.02
88730,Female,0,Non-Hispanic Asian,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
88731,Male,50,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,2,0,0,0,"$ 10,000 - 19,999",0.76
88732,Male,22,Mexican American,US Citizen,,College/AA degree,English,3,0,0,0,"$ 35,000 - 54,999",2.61
88733,Female,50,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,0,1,0,Don't Know,
88734,Male,10,Non-Hispanic Asian,US Citizen,Primary School,,English,5,0,3,0,"$ 55,000 - 74,999",2.46
88735,Female,1,Non-Hispanic Black,US Citizen,,,English,4,1,0,0,"$ 100,000 +",5
88736,Male,8,Other Hispanic,US Citizen,Primary School,,English,5,0,3,1,"$ 20,000 - 34,999",5.40E-79
88737,Male,11,Mexican American,US Citizen,Primary School,,English,4,1,1,0,"$ 20,000 - 34,999",1.03
88738,Female,58,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
88739,Female,2,Mexican American,US Citizen,,,English,5,2,1,0,"$ 35,000 - 54,999",1.23
88740,Male,66,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 75,000 - 99,999",5
88741,Male,55,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,0,"$ 100,000 +",5
88742,Male,24,Non-Hispanic White,US Citizen,,High School,English,2,0,0,0,"$ 35,000 - 54,999",2.56
88743,Male,65,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
88744,Female,27,Mexican American,Not a US Citizen,,9th-11th,English,4,1,0,1,"$ 10,000 - 19,999",
88745,Female,11,Non-Hispanic Black,US Citizen,Primary School,,English,6,3,1,0,"$ 0 - 9,999",0.18
88746,Female,8,Other Race,US Citizen,Primary School,,English,7,1,4,0,"$ 20,000 - 34,999",0.6
88747,Female,74,Other Hispanic,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",1.26
88748,Female,38,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,1,0,0,"$ 35,000 - 54,999",2.98
88749,Male,3,Non-Hispanic Asian,Not a US Citizen,,,English,4,2,0,0,Don't Know,
88750,Female,4,Mexican American,US Citizen,,,English,5,2,1,0,"$ 35,000 - 54,999",1.76
88751,Male,1,Other Hispanic,US Citizen,,,English,7,3,4,0,Don't Know,
88752,Male,11,Mexican American,US Citizen,Primary School,,Spanish,7,3,4,1,"$ 20,000 - 34,999",
88753,Female,12,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 55,000 - 74,999",2.96
88754,Female,18,Mexican American,Not a US Citizen,High School,,Spanish,5,0,1,2,"$ 20,000 - 34,999",1.05
88755,Male,37,Mexican American,US Citizen,,College/AA degree,English,5,2,1,0,"$ 55,000 - 74,999",2.06
88756,Male,6,Non-Hispanic White,US Citizen,Never Attended/KG,,English,4,0,2,0,"$ 55,000 - 74,999",2.26
88757,Female,54,Non-Hispanic Asian,US Citizen,,College/AA degree,English,3,0,0,0,"$ 20,000 - 34,999",
88758,Female,63,Non-Hispanic Black,US Citizen,,High School,English,2,0,0,1,"$ 10,000 - 19,999",0.97
88759,Female,80,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 20,000 - 34,999",2.19
88760,Female,11,Non-Hispanic White,US Citizen,Primary School,,English,4,0,2,0,"$ 20,000 - 34,999",0.82
88761,Female,58,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,1,0,"$ 20,000 - 34,999",0.77
88762,Female,16,Mexican American,US Citizen,High School,,English,7,0,4,0,"$ 20,000 - 34,999",0.59
88763,Male,27,Other Hispanic,US Citizen,,College/AA degree,English,4,1,1,0,"$ 100,000 +",5
88764,Male,69,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,0,2,"$ 75,000 - 99,999",3.22
88765,Female,1,Non-Hispanic White,US Citizen,,,English,5,2,0,0,,
88766,Female,48,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,1,0,"$ 100,000 +",5
88767,Female,66,Other Hispanic,US Citizen,,College/AA degree,Spanish,2,0,0,1,"$ 20,000 - 34,999",2.12
88768,Female,5,Non-Hispanic Black,US Citizen,,,English,3,1,1,0,"$ 0 - 9,999",0.01
88769,Male,59,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,3,0,0,0,"$ 20,000 - 34,999",1.82
88770,Male,53,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",5
88771,Male,16,Non-Hispanic White,US Citizen,High School,,English,5,0,2,0,"$ 100,000 +",5
88772,Female,18,Mexican American,US Citizen,High School,,English,7,0,4,0,"$ 35,000 - 54,999",0.85
88773,Female,1,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
88774,Female,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 55,000 - 74,999",3.58
88775,Male,45,Other Race,US Citizen,,High School,English,1,0,0,0,"$ 10,000 - 19,999",1.26
88776,Female,42,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,3,0,"$ 20,000 - 34,999",0.84
88777,Male,10,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 0 - 9,999",0.4
88778,Male,11,Non-Hispanic White,US Citizen,Primary School,,English,6,0,4,0,"$ 100,000 +",4.3
88779,Male,4,Non-Hispanic Black,US Citizen,,,English,6,2,2,0,"$ 20,000 - 34,999",0.74
88780,Male,69,Non-Hispanic Black,US Citizen,,High School,English,2,0,0,2,"$ 100,000 +",5
88781,Male,41,Non-Hispanic White,US Citizen,,High School,English,1,0,0,0,"$ 0 - 9,999",0.82
88782,Male,6,Non-Hispanic White,US Citizen,Never Attended/KG,,English,4,0,2,0,"$ 55,000 - 74,999",2.67
88783,Male,3,Other Hispanic,US Citizen,,,Spanish,3,1,0,0,"$ 20,000 - 34,999",1.02
88784,Male,10,Mexican American,US Citizen,Primary School,,English,4,1,1,0,"$ 35,000 - 54,999",2.06
88785,Female,7,Non-Hispanic Black,US Citizen,Primary School,,English,4,2,1,0,"$ 10,000 - 19,999",0.62
88786,Female,43,Non-Hispanic Black,US Citizen,,High School,English,2,0,0,0,"$ 10,000 - 19,999",1.19
88787,Female,70,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 35,000 - 54,999",4.25
88788,Female,3,Non-Hispanic Black,US Citizen,,,English,6,2,2,0,"$ 0 - 9,999",0.28
88789,Male,76,Non-Hispanic Black,Not a US Citizen,,College Grad and above,English,3,1,0,1,Don't Know,
88790,Female,31,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,1,0,0,"$ 75,000 - 99,999",3.72
88791,Male,66,Other Hispanic,US Citizen,,College Grad and above,English,3,0,0,2,"$ 100,000 +",4.98
88792,Male,19,Mexican American,US Citizen,High School,,English,7,0,4,0,"$ 20,000 - 34,999",0.59
88793,Male,21,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,2,0,,
88794,Male,13,Other Hispanic,US Citizen,Middle School,,English,4,0,2,0,"$ 20,000 - 34,999",0.99
88795,Female,30,Mexican American,Not a US Citizen,,9th-11th,English,4,2,1,0,"$ 10,000 - 19,999",0.54
88796,Female,64,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 100,000 +",5
88797,Female,69,Non-Hispanic Asian,US Citizen,,High School,English,2,0,0,2,Don't Know,
88798,Female,43,Non-Hispanic Black,US Citizen,,High School,English,6,1,3,0,"$ 10,000 - 19,999",
88799,Female,21,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,0,0,"$ 20,000 - 34,999",1.03
88800,Female,8,Other Hispanic,US Citizen,Primary School,,Spanish,7,1,2,0,,
88801,Male,18,Mexican American,US Citizen,High School,,English,3,0,0,0,"$ 100,000 +",5
88802,Male,9,Other Race,US Citizen,Primary School,,English,4,0,2,0,"$ 55,000 - 74,999",2.48
88803,Female,32,Non-Hispanic Black,US Citizen,,College/AA degree,English,6,2,2,0,"$ 20,000 - 34,999",0.92
88804,Male,55,Non-Hispanic White,US Citizen,,High School,English,3,0,1,0,"$ 55,000 - 74,999",2.73
88805,Male,30,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
88806,Male,66,Other Hispanic,US Citizen,,College/AA degree,Spanish,1,0,0,1,"$ 35,000 - 54,999",4.21
88807,Male,1,Mexican American,US Citizen,,,English,4,2,0,0,"$ 0 - 9,999",0.21
88808,Male,2,Other Race,US Citizen,,,English,3,2,0,0,"$ 20,000 - 34,999",1.26
88809,Male,32,Non-Hispanic White,US Citizen,,College Grad and above,English,4,0,0,0,"$ 75,000 - 99,999",3.54
88810,Female,5,Mexican American,US Citizen,,,Spanish,5,2,1,0,"$ 10,000 - 19,999",0.35
88811,Female,19,Non-Hispanic Asian,US Citizen,High School,,English,6,0,1,1,,
88812,Female,12,Non-Hispanic Black,US Citizen,Middle School,,English,4,0,2,0,"$ 100,000 +",4.94
88813,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 55,000 - 74,999",3.22
88814,Male,30,Mexican American,US Citizen,,College Grad and above,English,5,1,2,0,"$ 75,000 - 99,999",2.99
88815,Female,6,Other Hispanic,US Citizen,Never Attended/KG,,English,6,1,3,0,"$ 100,000 +",3.13
88816,Female,47,Other Hispanic,Not a US Citizen,,9th-11th,Spanish,3,0,1,0,"$ 20,000 - 34,999",1.14
88817,Female,3,Non-Hispanic Black,US Citizen,,,English,7,2,4,0,"$ 35,000 - 54,999",0.95
88818,Female,28,Mexican American,US Citizen,,High School,English,6,1,1,1,"$ 100,000 +",3.07
88819,Male,5,Non-Hispanic White,US Citizen,,,English,4,1,1,0,"$ 100,000 +",5
88820,Female,0,Other Hispanic,US Citizen,,,Spanish,5,2,1,0,"$ 35,000 - 54,999",1.55
